text,persuasion,persuasion_id
I am 100% sure I am going to donate 80%-100% of my earnings for this survey to (Save the children) It will make me feel good to help Little helpless children.,self-modeling,8
"We all need money, but this is a special cause and the money is not too much.",logical-appeal,2
These surveys are a good way for us to get involved and help those in need........Dont you agree ?,task-related-inquiry,0
"Did they tell you ""How much do you like to donate to the charity now?",donation-information,5
Your donation will be directly deducted from your task payment.,donation-information,5
"You can choose any amount from $0 to all your payment.""",donation-information,5
I thought you said you would donate a part of your earnings ?,task-related-inquiry,0
How about I match you on what you decide you can afford to donate.,self-modeling,8
If you donate 30% I will donate 50% if you donate higher I will increase mine accordingly.,self-modeling,8
It is a one time thing.,self-modeling,8
Those kids suffer quite a lot and dont really have anyone to help them.,emotion-appeal,7
I have been to other countries that are very poor and it is Amazing how much a little donation will make a BIG differance in these childrens lives.,personal-story,9
What part of USA are you from ?,task-related-inquiry,0
So it looks like you have the option to donate some of your earnings from this task to Save the Children.,donation-information,5
Have you heard of that charity before?,source-related-inquiry,4
It's an international organization that supports children in developing countries.,credibility-appeal,1
"It helps children get access to health, education, safety, etc.",credibility-appeal,1
It's called Save the Children.,credibility-appeal,1
"It's a rather large organization and well known, you can search for it outside this chat.",credibility-appeal,1
It's not just a made up organization for the sake of the chat.,credibility-appeal,1
Do you donate much to charity now?,personal-related-inquiry,3
"However, donating to charity does help those even less fortunate than me, so I try to carve out some money here and there to help out.",self-modeling,8
"It seems like this would be an easy way to send some money to organization that could really use it, and it wouldn't take any extra time, either.",logical-appeal,2
